"CENSUS_YEAR","GEO_CODE (POR)","GEO_LEVEL","GEO_NAME","GNR","DATA_QUALITY_FLAG","CSD_TYPE_NAME","ALT_GEO_CODE","DIM: Age (in single years) and average age (127)","Member ID: Age (in single years) and average age (127)","Notes: Age (in single years) and average age (127)","Dim: Sex (3): Member ID: [1]: Total - Sex","Dim: Sex (3): Member ID: [2]: Male","Dim: Sex (3): Member ID: [3]: Female"
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","0 to 4 years",3,,2490,1260,1225
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","5 to 9 years",9,,2490,1250,1235
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","10 to 14 years",15,,2245,1115,1135
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","15 to 64 years",21,,28490,13855,14630
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","15 to 19 years",22,,2420,1235,1185
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","20 to 24 years",28,,2825,1400,1425
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","25 to 29 years",34,,2780,1355,1420
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","30 to 34 years",40,,2550,1245,1305
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","35 to 39 years",46,,2315,1125,1190
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","40 to 44 years",52,,2430,1145,1290
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","45 to 49 years",58,,2530,1215,1310
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","50 to 54 years",64,,3520,1695,1820
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","55 to 59 years",70,,3720,1805,1920
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","60 to 64 years",76,,3400,1635,1765
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","65 years and over",82,,10880,4780,6100
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","65 to 69 years",83,,3365,1590,1775
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","70 to 74 years",89,,2415,1135,1275
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","75 to 79 years",95,,1950,870,1080
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","80 to 84 years",101,,1495,640,855
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","85 years and over",107,,1655,540,1110
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","85 to 89 years",108,,1015,365,650
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","90 to 94 years",114,,475,140,330
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","95 to 99 years",120,,150,35,115
2016,"3501012","3","Cornwall, CY",4.2,"00000","CY","3501012","100 years and over",126,,20,0,15
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","0 to 14 years",2,,1620,800,820
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","0 to 4 years",3,,525,250,280
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","5 to 9 years",9,,590,300,285
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","10 to 14 years",15,,505,250,255
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","15 to 64 years",21,,6525,3230,3295
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","15 to 19 years",22,,535,275,260
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","20 to 24 years",28,,515,265,255
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","25 to 29 years",34,,490,240,245
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","30 to 34 years",40,,510,260,250
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","35 to 39 years",46,,475,225,250
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","40 to 44 years",52,,595,295,300
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","45 to 49 years",58,,680,345,340
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","50 to 54 years",64,,925,460,470
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","55 to 59 years",70,,965,490,475
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","60 to 64 years",76,,835,380,455
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","65 years and over",82,,2690,1265,1425
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","65 to 69 years",83,,930,445,485
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","70 to 74 years",89,,730,355,375
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","75 to 79 years",95,,470,240,230
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","80 to 84 years",101,,295,120,175
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","85 years and over",107,,260,105,160
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","85 to 89 years",108,,170,70,100
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","90 to 94 years",114,,75,30,45
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","95 to 99 years",120,,20,5,15
2016,"3501020","3","South Dundas, MU",4.3,"00000","MU","3501020","100 years and over",126,,5,5,5
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","0 to 14 years",2,,1905,975,935
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","0 to 4 years",3,,660,365,295
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","5 to 9 years",9,,635,315,320
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","10 to 14 years",15,,610,290,315
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","15 to 64 years",21,,7290,3665,3630
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","15 to 19 years",22,,595,330,270
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","20 to 24 years",28,,630,325,305
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","25 to 29 years",34,,595,285,305
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","30 to 34 years",40,,680,335,345
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","35 to 39 years",46,,595,310,285
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","40 to 44 years",52,,605,280,330
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","45 to 49 years",58,,780,385,400
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","50 to 54 years",64,,1030,520,515
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","55 to 59 years",70,,990,500,485
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","60 to 64 years",76,,790,400,390
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","65 years and over",82,,2080,920,1160
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","65 to 69 years",83,,690,330,355
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","70 to 74 years",89,,485,210,270
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","75 to 79 years",95,,370,185,185
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","80 to 84 years",101,,265,115,150
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","85 years and over",107,,280,80,200
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","85 to 89 years",108,,170,55,110
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","90 to 94 years",114,,90,25,65
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","95 to 99 years",120,,15,0,15
2016,"3501030","3","North Dundas, TP",4.5,"00000","TP","3501030","100 years and over",126,,5,0,5
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","0 to 14 years",2,,1245,650,590
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","0 to 4 years",3,,420,205,210
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","5 to 9 years",9,,405,220,185
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","10 to 14 years",15,,425,225,195
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","15 to 64 years",21,,4640,2375,2270
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","15 to 19 years",22,,415,210,205
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","20 to 24 years",28,,385,210,175
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","25 to 29 years",34,,465,240,225
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","30 to 34 years",40,,415,215,200
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","35 to 39 years",46,,370,170,200
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","40 to 44 years",52,,440,235,200
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","45 to 49 years",58,,485,240,240
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","50 to 54 years",64,,620,300,320
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","55 to 59 years",70,,605,325,280
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","60 to 64 years",76,,450,225,220
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","65 years and over",82,,980,510,470
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","65 to 69 years",83,,370,195,170
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","70 to 74 years",89,,245,140,105
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","75 to 79 years",95,,150,70,80
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","80 to 84 years",101,,120,50,70
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","85 years and over",107,,100,55,45
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","85 to 89 years",108,,65,30,35
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","90 to 94 years",114,,30,25,10
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","95 to 99 years",120,,5,5,5
2016,"3501042","3","North Stormont, TP",4.4,"00000","TP","3501042","100 years and over",126,,0,0,0
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","0 to 14 years",2,,1425,725,695
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","0 to 4 years",3,,405,195,210
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","5 to 9 years",9,,495,260,230
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","10 to 14 years",15,,520,265,255
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","15 to 64 years",21,,6230,3105,3130
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","15 to 19 years",22,,520,270,250
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","20 to 24 years",28,,500,250,250
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","25 to 29 years",34,,420,200,225
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","30 to 34 years",40,,420,210,210
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","35 to 39 years",46,,465,225,245
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","40 to 44 years",52,,530,270,260
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","45 to 49 years",58,,695,340,350
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","50 to 54 years",64,,950,485,465
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","55 to 59 years",70,,900,445,450
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","60 to 64 years",76,,830,410,425
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","65 years and over",82,,2455,1145,1315
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","65 to 69 years",83,,760,380,375
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","70 to 74 years",89,,560,280,275
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","75 to 79 years",95,,465,230,235
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","80 to 84 years",101,,285,120,165
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","85 years and over",107,,385,130,260
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","85 to 89 years",108,,220,80,140
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","90 to 94 years",114,,125,40,80
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","95 to 99 years",120,,45,5,35
2016,"3501050","3","North Glengarry, TP",4.4,"00000","TP","3501050","100 years and over",126,,0,0,0
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","0 to 14 years",2,,440,240,200
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","0 to 4 years",3,,145,65,80
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","5 to 9 years",9,,155,90,65
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","10 to 14 years",15,,145,90,55
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","15 to 64 years",21,,2180,1110,1070
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","15 to 19 years",22,,190,105,90
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","20 to 24 years",28,,165,80,85
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","25 to 29 years",34,,160,80,80
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","30 to 34 years",40,,165,85,75
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","35 to 39 years",46,,140,65,70
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","40 to 44 years",52,,180,85,100
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","45 to 49 years",58,,210,95,115
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","50 to 54 years",64,,340,180,160
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","55 to 59 years",70,,340,180,155
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","60 to 64 years",76,,285,140,140
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","65 years and over",82,,675,360,315
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","65 to 69 years",83,,250,135,110
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","70 to 74 years",89,,165,85,80
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","75 to 79 years",95,,120,70,50
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","80 to 84 years",101,,65,35,30
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","85 years and over",107,,80,30,50
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","85 to 89 years",108,,45,20,25
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","90 to 94 years",114,,35,15,25
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","95 to 99 years",120,,5,0,5
2016,"3502001","3","East Hawkesbury, TP",3.8,"00000","TP","3502001","100 years and over",126,,0,0,0
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","0 to 14 years",2,,1290,655,640
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","0 to 4 years",3,,375,180,190
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","5 to 9 years",9,,455,220,230
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","10 to 14 years",15,,460,250,215
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","15 to 64 years",21,,6170,2985,3190
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","15 to 19 years",22,,470,245,225
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","20 to 24 years",28,,505,255,250
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","25 to 29 years",34,,455,220,230
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","30 to 34 years",40,,430,210,215
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","35 to 39 years",46,,450,205,240
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","40 to 44 years",52,,540,255,285
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","45 to 49 years",58,,595,300,300
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","50 to 54 years",64,,855,395,460
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","55 to 59 years",70,,895,435,460
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","60 to 64 years",76,,985,460,525
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","65 years and over",82,,2800,1160,1635
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","65 to 69 years",83,,820,365,455
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","70 to 74 years",89,,695,295,395
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","75 to 79 years",95,,485,210,270
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","80 to 84 years",101,,405,165,245
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","85 years and over",107,,400,125,275
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","85 to 89 years",108,,240,95,145
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","90 to 94 years",114,,130,25,100
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","95 to 99 years",120,,25,5,20
2016,"3502008","3","Hawkesbury, T",4.8,"00000","T","3502008","100 years and over",126,,5,0,5
2016,"3502010","3","Champlain, TP",3.7,"00000","TP","3502010","0 to 14 years",2,,1170,600,575
2016,"3502010","3","Champlain, TP",3.7,"00000","TP","3502010","0 to 4 years",3,,300,150,150
2016,"3502010","3","Champlain, TP",3.7,"00000","TP","3502010","5 to 9 years",9,,415,215,200
2016,"3502010","3","Champlain, TP",3.7,"00000","TP","3502010","10 to 14 years",15,,455,240,220
2016,"3502010","3","Champlain, TP",3.7,"00000","TP","3502010","15 to 64 years",21,,5505,2755,2750
2016,"3502010","3","Champlain, TP",3.7,"00000","TP","3502010","15 to 19 years",22,,455,220,230
2016,"3502010","3","Champlain, TP",3.7,"00000","TP","3502010","20 to 24 years",28,,385,210,180
2016,"3502010","3","Champlain, TP",3.7,"00000","TP","3502010","25 to 29 years",34,,345,180,170
